GENE_ID,GENE_SYMBOL,PATHWAY_ID,PATHWAY_NAME
hsa:5295,PIK3R1,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:5296,PIK3R2,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:8503,PIK3R3,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:9088,PKMYT1,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:5347,PLK1,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:5566,PRKACA,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:5567,PRKACB,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:5568,PRKACG,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:5894,RAF1,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:6195,RPS6KA1,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:6196,RPS6KA2,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:6197,RPS6KA3,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:27330,RPS6KA6,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:245711,SPDYA,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:387778,SPDYC,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:285955,SPDYE1,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:643862,SPDYE10,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:100996746,SPDYE11,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:100101268,SPDYE12,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:105180390,SPDYE13,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:641776,SPDYE14,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:105180391,SPDYE15,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:102723555,SPDYE16,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:102723849,SPDYE17,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:100505767,SPDYE18,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:441273,SPDYE2,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:442572,SPDYE21,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:100310812,SPDYE2B,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:441272,SPDYE3,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:388333,SPDYE4,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:442590,SPDYE5,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:729597,SPDYE6,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:728524,SPDYE8,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:643909,SPDYE9,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:6793,STK10,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:124906603,putative speedy protein E9,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
hsa:107,ADCY1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:108,ADCY2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:109,ADCY3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:196883,ADCY4,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:111,ADCY5,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:112,ADCY6,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:113,ADCY7,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:114,ADCY8,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:115,ADCY9,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:207,AKT1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:208,AKT2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:10000,AKT3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:1386,ATF2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:468,ATF4,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:1388,ATF6B,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:596,BCL2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:801,CALM1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:805,CALM2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:808,CALM3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:810,CALML3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:91860,CALML4,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:51806,CALML5,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:163688,CALML6,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:1385,CREB1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:10488,CREB3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:90993,CREB3L1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:64764,CREB3L2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:84699,CREB3L3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:148327,CREB3L4,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:9586,CREB5,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:1509,CTSD,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:9166,EBAG9,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:1956,EGFR,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:2099,ESR1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:2100,ESR2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:2288,FKBP4,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:2289,FKBP5,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:2353,FOS,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:2550,GABBR1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:9568,GABBR2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:2770,GNAI1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:2771,GNAI2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:2773,GNAI3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:2775,GNAO1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:2776,GNAQ,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:2778,GNAS,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:2852,GPER1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:2885,GRB2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:9687,GREB1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:2911,GRM1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:1839,HBEGF,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3265,HRAS,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3320,HSP90AA1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3326,HSP90AB1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:7184,HSP90B1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3303,HSPA1A,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3304,HSPA1B,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3305,HSPA1L,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3310,HSPA6,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3312,HSPA8,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3708,ITPR1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3709,ITPR2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3710,ITPR3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3725,JUN,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3760,KCNJ3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3762,KCNJ5,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3763,KCNJ6,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3765,KCNJ9,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3845,KRAS,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3858,KRT10,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3859,KRT12,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3860,KRT13,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3861,KRT14,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3866,KRT15,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3868,KRT16,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3872,KRT17,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3875,KRT18,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3880,KRT19,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:54474,KRT20,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:25984,KRT23,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:192666,KRT24,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:147183,KRT25,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:353288,KRT26,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:342574,KRT27,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:162605,KRT28,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3881,KRT31,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3882,KRT32,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3883,KRT33A,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3884,KRT33B,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3885,KRT34,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3886,KRT35,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:8689,KRT36,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:8688,KRT37,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:8687,KRT38,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:390792,KRT39,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:125115,KRT40,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:3857,KRT9,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5604,MAP2K1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5605,MAP2K2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5594,MAPK1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5595,MAPK3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:4313,MMP2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:4318,MMP9,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:8648,NCOA1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:10499,NCOA2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:8202,NCOA3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:4846,NOS3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:4893,NRAS,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:4988,OPRM1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:110117499,P3R3URF-PIK3R3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5241,PGR,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5290,PIK3CA,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5291,PIK3CB,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5293,PIK3CD,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5295,PIK3R1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5296,PIK3R2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:8503,PIK3R3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:23236,PLCB1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5330,PLCB2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5331,PLCB3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5332,PLCB4,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5443,POMC,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5566,PRKACA,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5567,PRKACB,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5568,PRKACG,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5580,PRKCD,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5894,RAF1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:5914,RARA,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:6464,SHC1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:25759,SHC2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:53358,SHC3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:399694,SHC4,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:6654,SOS1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:6655,SOS2,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:6667,SP1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:6714,SRC,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:7031,TFF1,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:7039,TGFA,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:100653049,keratin,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
hsa:107,ADCY1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:108,ADCY2,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:109,ADCY3,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:196883,ADCY4,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:111,ADCY5,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:112,ADCY6,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:113,ADCY7,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:114,ADCY8,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:115,ADCY9,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:434,ASIP,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:801,CALM1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:805,CALM2,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:808,CALM3,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:810,CALML3,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:91860,CALML4,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:51806,CALML5,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:163688,CALML6,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:815,CAMK2A,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:816,CAMK2B,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:817,CAMK2D,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:818,CAMK2G,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:1385,CREB1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:10488,CREB3,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:90993,CREB3L1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:64764,CREB3L2,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:84699,CREB3L3,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:148327,CREB3L4,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:1387,CREBBP,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:1499,CTNNB1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:1638,DCT,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:1855,DVL1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:1856,DVL2,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:1857,DVL3,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:1906,EDN1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:1910,EDNRB,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:2033,EP300,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:8321,FZD1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:11211,FZD10,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:2535,FZD2,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7976,FZD3,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:8322,FZD4,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7855,FZD5,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:8323,FZD6,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:8324,FZD7,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:8325,FZD8,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:8326,FZD9,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:2770,GNAI1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:2771,GNAI2,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:2773,GNAI3,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:2775,GNAO1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:2776,GNAQ,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:2778,GNAS,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:2932,GSK3B,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:3265,HRAS,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:3815,KIT,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:4254,KITLG,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:3845,KRAS,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:51176,LEF1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:5604,MAP2K1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:5605,MAP2K2,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:5594,MAPK1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:5595,MAPK3,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:4157,MC1R,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:4286,MITF,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:4893,NRAS,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:23236,PLCB1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:5330,PLCB2,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:5331,PLCB3,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:5332,PLCB4,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:5443,POMC,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:5566,PRKACA,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:5567,PRKACB,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:5568,PRKACG,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:5578,PRKCA,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:5579,PRKCB,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:5582,PRKCG,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:5894,RAF1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:6932,TCF7,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:83439,TCF7L1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:6934,TCF7L2,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7299,TYR,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7306,TYRP1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7471,WNT1,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:80326,WNT10A,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7480,WNT10B,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7481,WNT11,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:51384,WNT16,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7472,WNT2,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7482,WNT2B,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7473,WNT3,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:89780,WNT3A,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:54361,WNT4,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7474,WNT5A,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:81029,WNT5B,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7475,WNT6,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7476,WNT7A,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7477,WNT7B,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7478,WNT8A,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7479,WNT8B,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7483,WNT9A,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:7484,WNT9B,hsa04916,Melanogenesis - Homo sapiens (human)
hsa:207,AKT1,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:208,AKT2,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:10000,AKT3,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:595,CCND1,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:894,CCND2,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:1081,CGA,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:1154,CISH,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:1447,CSN2,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:1586,CYP17A1,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:2001,ELF5,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:2099,ESR1,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:2100,ESR2,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:2353,FOS,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:2309,FOXO3,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:2592,GALT,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:2645,GCK,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:2885,GRB2,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:2932,GSK3B,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:3265,HRAS,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:3630,INS,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:3659,IRF1,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:3717,JAK2,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:3845,KRAS,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:3972,LHB,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:3973,LHCGR,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5604,MAP2K1,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5605,MAP2K2,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5594,MAPK1,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5602,MAPK10,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5600,MAPK11,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:6300,MAPK12,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5603,MAPK13,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:1432,MAPK14,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5595,MAPK3,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5599,MAPK8,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5601,MAPK9,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:4790,NFKB1,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:4893,NRAS,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:110117499,P3R3URF-PIK3R3,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5290,PIK3CA,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5291,PIK3CB,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5293,PIK3CD,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5295,PIK3R1,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5296,PIK3R2,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:8503,PIK3R3,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5617,PRL,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5618,PRLR,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5894,RAF1,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:5970,RELA,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:6464,SHC1,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:25759,SHC2,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:53358,SHC3,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:399694,SHC4,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:6514,SLC2A2,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:8651,SOCS1,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:8835,SOCS2,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:9021,SOCS3,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:122809,SOCS4,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:9655,SOCS5,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:9306,SOCS6,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:30837,SOCS7,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:6654,SOS1,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:6655,SOS2,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
hsa:6714,SRC,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
